0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
,Marks,R/C   BU.,SINHALA,ENGLISH,MATHS,HISTORY,SCIENCE,BI (BS/Civics/Tamil),B2(A/D/EM/WM/Dr),B3(IT/HSc/ME),,,,,,,,,,,,,,,,,,,,,,R/C   BU.,SINHALA,ENGLISH,MATHS,HISTORY,SCIENCE,BS,Civics,Tamil,Geography,Art,Dancing,E Music,W Music,Drama,E Lit.,ICT,HSc,Media
,Below 40,1,3,0,5,7,6,1,3,0,,,,,,,,,,,,,,,,,,,,,Below 40,1,3,0,5,7,6,1,0,0,0,0,1,0,0,0,2,0,0,0
,Between 40-49,1,9,0,5,7,5,5,0,4,,,,,,,,,,,,,,,,,,,,,Above 40,33,31,34,28,27,26,21,1,7,4,7,4,1,3,5,11,27,6,1
,Between 50-74,15,19,7,12,14,13,18,17,17,,,,,,,,,,,,,,,,,,,,,A - (75-100),17,3,27,11,6,8,4,0,6,0,1,2,0,1,5,5,12,1,0
,Between 75-100,17,3,27,11,6,8,10,14,13,,,,,,,,,,,,,,,,,,,,,B - (65-74),6,5,7,3,5,2,5,1,1,0,4,1,0,1,0,3,8,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C - (50-64),9,14,0,9,9,11,7,0,0,4,2,1,1,1,0,3,4,3,1
,,34,34,34,33,,32,34,34,34,,,,,,,,,,,,,,,,,,,,,S - (40-49),1,9,0,5,7,5,5,0,0,0,0,0,0,0,0,0,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W-(0-39),1,3,0,5,7,6,1,0,0,0,0,1,0,0,0,2,0,0,0
,<40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2
,<50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,<75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,<=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,>=40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,>=75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
